Title: test opamp tran
Date: Wed Sep 16 09:56:06  2026
Command: ngspice-45.2, Build Sep  6 2025   16:26:01
Plotname: Transient Analysis
Flags: real
No. Variables: 3
No. Points: 468
Variables:
	0	time	time
	1	v(vout3)	voltage
	2	v(visr)	voltage
Values:
 0	0.000000000000000e+00
	3.005563377464568e-01
	3.000000000000000e-01

 1	1.000000000000000e-08
	3.005563377576383e-01
	3.000000000000000e-01

 2	2.000000000000000e-08
	3.005563377687612e-01
	3.000000000000000e-01

 3	4.000000000000000e-08
	3.005563377908402e-01
	3.000000000000000e-01

 4	8.000000000000000e-08
	3.005563377794224e-01
	3.000000000000000e-01

 5	1.600000000000000e-07
	3.005563376693645e-01
	3.000000000000000e-01

 6	3.200000000000000e-07
	3.005563375367415e-01
	3.000000000000000e-01

 7	6.400000000000000e-07
	3.005563374364129e-01
	3.000000000000000e-01

 8	1.000000000000000e-06
	3.005563376718634e-01
	3.000000000000000e-01

 9	1.000000100000000e-06
	3.005564507166091e-01
	3.199999999878466e-01

 10	1.000000300000000e-06
	3.005566750673411e-01
	3.600000000058914e-01

 11	1.000000700000000e-06
	3.005571175288991e-01
	4.399999999996294e-01

 12	1.000001000000000e-06
	3.005574405562860e-01
	5.000000000000000e-01

 13	1.000001080000000e-06
	3.005574438066165e-01
	5.000000000000000e-01

 14	1.000001240000000e-06
	3.005574454509382e-01
	5.000000000000000e-01

 15	1.000001560000000e-06
	3.005574456843101e-01
	5.000000000000000e-01

 16	1.000002200000000e-06
	3.005574493015513e-01
	5.000000000000000e-01

 17	1.000003480000000e-06
	3.005574535990201e-01
	5.000000000000000e-01

 18	1.000006040000000e-06
	3.005574649337854e-01
	5.000000000000000e-01

 19	1.000011160000000e-06
	3.005574846212112e-01
	5.000000000000000e-01

 20	1.000021400000001e-06
	3.005575257003181e-01
	5.000000000000000e-01

 21	1.000041880000001e-06
	3.005576011595657e-01
	5.000000000000000e-01

 22	1.000082840000002e-06
	3.005577385722046e-01
	5.000000000000000e-01

 23	1.000164760000004e-06
	3.005579458314029e-01
	5.000000000000000e-01

 24	1.000328600000009e-06
	3.005581115315424e-01
	5.000000000000000e-01

 25	1.000656280000018e-06
	3.005575734903512e-01
	5.000000000000000e-01

 26	1.001311640000036e-06
	3.005543000014088e-01
	5.000000000000000e-01

 27	1.002622360000072e-06
	3.005442230540685e-01
	5.000000000000000e-01

 28	1.005243800000145e-06
	3.005193598325495e-01
	5.000000000000000e-01

 29	1.010486680000290e-06
	3.004604418755534e-01
	5.000000000000000e-01

 30	1.020972440000579e-06
	3.003283650556312e-01
	5.000000000000000e-01

 31	1.041943960001158e-06
	3.000653889794773e-01
	5.000000000000000e-01

 32	1.083887000002316e-06
	2.996403967323178e-01
	5.000000000000000e-01

 33	1.159450060460218e-06
	2.991428439182297e-01
	5.000000000000000e-01

 34	1.280151354662087e-06
	2.986982011602856e-01
	5.000000000000000e-01

 35	1.422354451708531e-06
	2.985817775393695e-01
	5.000000000000000e-01

 36	1.586596000477414e-06
	2.990875930235132e-01
	5.000000000000000e-01

 37	1.808755386400083e-06
	3.011134822678769e-01
	5.000000000000000e-01

 38	2.012913035484498e-06
	3.045754674093908e-01
	5.000000000000000e-01

 39	2.421228333653327e-06
	3.168506662723611e-01
	5.000000000000000e-01

 40	3.237858929990985e-06
	3.607915552161550e-01
	5.000000000000000e-01

 41	4.237858929990985e-06
	4.314979732119454e-01
	5.000000000000000e-01

 42	5.237858929990984e-06
	4.935846949017911e-01
	5.000000000000000e-01

 43	6.237858929990984e-06
	5.335013380598225e-01
	5.000000000000000e-01

 44	7.237858929990984e-06
	5.558684626203800e-01
	5.000000000000000e-01

 45	8.237858929990984e-06
	5.627193120129123e-01
	5.000000000000000e-01

 46	9.237858929990985e-06
	5.240549335877871e-01
	5.000000000000000e-01

 47	1.023785892999099e-05
	4.894725880343289e-01
	5.000000000000000e-01

 48	1.123785892999099e-05
	4.955832779888562e-01
	5.000000000000000e-01

 49	1.223785892999099e-05
	5.019434143341993e-01
	5.000000000000000e-01

 50	1.323785892999099e-05
	5.055847545796217e-01
	5.000000000000000e-01

 51	1.423785892999099e-05
	5.029369708185750e-01
	5.000000000000000e-01

 52	1.523785892999099e-05
	4.988324115182245e-01
	5.000000000000000e-01

 53	1.623785892999099e-05
	4.981046251698592e-01
	5.000000000000000e-01

 54	1.723785892999099e-05
	4.987493333169153e-01
	5.000000000000000e-01

 55	1.823785892999099e-05
	4.994619079351421e-01
	5.000000000000000e-01

 56	1.923785892999099e-05
	4.997812422097466e-01
	5.000000000000000e-01

 57	2.023785892999099e-05
	4.998505374176770e-01
	5.000000000000000e-01

 58	2.123785892999099e-05
	4.998927178362220e-01
	5.000000000000000e-01

 59	2.223785892999099e-05
	4.999821420812596e-01
	5.000000000000000e-01

 60	2.323785892999099e-05
	5.000800052387988e-01
	5.000000000000000e-01

 61	2.423785892999099e-05
	5.001643298692574e-01
	5.000000000000000e-01

 62	2.523785892999099e-05
	5.002265618474393e-01
	5.000000000000000e-01

 63	2.623785892999100e-05
	5.002774766795913e-01
	5.000000000000000e-01

 64	2.723785892999100e-05
	5.003199312587407e-01
	5.000000000000000e-01

 65	2.823785892999100e-05
	5.003576376577825e-01
	5.000000000000000e-01

 66	2.923785892999100e-05
	5.003890231853565e-01
	5.000000000000000e-01

 67	3.023785892999100e-05
	5.004161135668395e-01
	5.000000000000000e-01

 68	3.123785892999099e-05
	5.004385048037180e-01
	5.000000000000000e-01

 69	3.223785892999099e-05
	5.004579069214146e-01
	5.000000000000000e-01

 70	3.323785892999099e-05
	5.004740295488046e-01
	5.000000000000000e-01

 71	3.423785892999099e-05
	5.004880325209216e-01
	5.000000000000000e-01

 72	3.523785892999098e-05
	5.004996553727860e-01
	5.000000000000000e-01

 73	3.623785892999098e-05
	5.005097691727347e-01
	5.000000000000000e-01

 74	3.723785892999098e-05
	5.005181415929562e-01
	5.000000000000000e-01

 75	3.823785892999098e-05
	5.005254622802912e-01
	5.000000000000000e-01

 76	3.923785892999097e-05
	5.005314965686887e-01
	5.000000000000000e-01

 77	4.023785892999097e-05
	5.005370722934722e-01
	5.000000000000000e-01

 78	4.123785892999097e-05
	5.005416460064515e-01
	5.000000000000000e-01

 79	4.223785892999096e-05
	5.005453162136166e-01
	5.000000000000000e-01

 80	4.323785892999096e-05
	5.005483144418751e-01
	5.000000000000000e-01

 81	4.423785892999096e-05
	5.005511250910606e-01
	5.000000000000000e-01

 82	4.523785892999096e-05
	5.005533822128136e-01
	5.000000000000000e-01

 83	4.623785892999095e-05
	5.005554435510227e-01
	5.000000000000000e-01

 84	4.723785892999095e-05
	5.005570438852014e-01
	5.000000000000000e-01

 85	4.823785892999095e-05
	5.005585443052919e-01
	5.000000000000000e-01

 86	4.923785892999094e-05
	5.005596868165447e-01
	5.000000000000000e-01

 87	5.023785892999094e-05
	5.005607900691411e-01
	5.000000000000000e-01

 88	5.123785892999094e-05
	5.005616028782571e-01
	5.000000000000000e-01

 89	5.223785892999094e-05
	5.005624157096812e-01
	5.000000000000000e-01

 90	5.323785892999093e-05
	5.005629883876407e-01
	5.000000000000000e-01

 91	5.423785892999093e-05
	5.005635923670876e-01
	5.000000000000000e-01

 92	5.523785892999093e-05
	5.005639937030418e-01
	5.000000000000000e-01

 93	5.623785892999092e-05
	5.005644441888002e-01
	5.000000000000000e-01

 94	5.723785892999092e-05
	5.005647190622549e-01
	5.000000000000000e-01

 95	5.823785892999092e-05
	5.005650600624663e-01
	5.000000000000000e-01

 96	5.923785892999092e-05
	5.005652475781506e-01
	5.000000000000000e-01

 97	6.023785892999091e-05
	5.005655056194364e-01
	5.000000000000000e-01

 98	6.123785892999092e-05
	5.005656279663430e-01
	5.000000000000000e-01

 99	6.223785892999091e-05
	5.005658274111425e-01
	5.000000000000000e-01

 100	6.323785892999091e-05
	5.005659055470629e-01
	5.000000000000000e-01

 101	6.423785892999091e-05
	5.005660619949712e-01
	5.000000000000000e-01

 102	6.523785892999091e-05
	5.005661043771547e-01
	5.000000000000000e-01

 103	6.623785892999090e-05
	5.005662301074815e-01
	5.000000000000000e-01

 104	6.723785892999090e-05
	5.005662513102757e-01
	5.000000000000000e-01

 105	6.823785892999090e-05
	5.005663514055070e-01
	5.000000000000000e-01

 106	6.923785892999090e-05
	5.005663555098631e-01
	5.000000000000000e-01

 107	7.023785892999089e-05
	5.005664406351235e-01
	5.000000000000000e-01

 108	7.123785892999089e-05
	5.005664325355373e-01
	5.000000000000000e-01

 109	7.223785892999089e-05
	5.005665035164345e-01
	5.000000000000000e-01

 110	7.323785892999088e-05
	5.005664863765157e-01
	5.000000000000000e-01

 111	7.423785892999088e-05
	5.005665486480425e-01
	5.000000000000000e-01

 112	7.523785892999088e-05
	5.005665285367691e-01
	5.000000000000000e-01

 113	7.623785892999088e-05
	5.005665836327873e-01
	5.000000000000000e-01

 114	7.723785892999087e-05
	5.005665559457094e-01
	5.000000000000000e-01

 115	7.823785892999087e-05
	5.005666061941133e-01
	5.000000000000000e-01

 116	7.923785892999087e-05
	5.005665777461353e-01
	5.000000000000000e-01

 117	8.023785892999086e-05
	5.005666238313927e-01
	5.000000000000000e-01

 118	8.123785892999086e-05
	5.005665927671638e-01
	5.000000000000000e-01

 119	8.223785892999086e-05
	5.005666358088262e-01
	5.000000000000000e-01

 120	8.323785892999086e-05
	5.005666047772577e-01
	5.000000000000000e-01

 121	8.423785892999085e-05
	5.005666450467230e-01
	5.000000000000000e-01

 122	8.523785892999085e-05
	5.005666112438836e-01
	5.000000000000000e-01

 123	8.623785892999085e-05
	5.005666506617669e-01
	5.000000000000000e-01

 124	8.723785892999084e-05
	5.005666182902528e-01
	5.000000000000000e-01

 125	8.823785892999084e-05
	5.005666558730995e-01
	5.000000000000000e-01

 126	8.923785892999084e-05
	5.005666209897882e-01
	5.000000000000000e-01

 127	9.023785892999084e-05
	5.005666595886886e-01
	5.000000000000000e-01

 128	9.123785892999083e-05
	5.005666258966992e-01
	5.000000000000000e-01

 129	9.223785892999083e-05
	5.005666609412039e-01
	5.000000000000000e-01

 130	9.323785892999083e-05
	5.005666270781421e-01
	5.000000000000000e-01

 131	9.423785892999083e-05
	5.005666624636308e-01
	5.000000000000000e-01

 132	9.523785892999082e-05
	5.005666286822346e-01
	5.000000000000000e-01

 133	9.623785892999082e-05
	5.005666634612652e-01
	5.000000000000000e-01

 134	9.723785892999082e-05
	5.005666285598468e-01
	5.000000000000000e-01

 135	9.823785892999081e-05
	5.005666638249990e-01
	5.000000000000000e-01

 136	9.923785892999081e-05
	5.005666306977262e-01
	5.000000000000000e-01

 137	1.002378589299908e-04
	5.005666661313486e-01
	5.000000000000000e-01

 138	1.012378589299908e-04
	5.005666316071870e-01
	5.000000000000000e-01

 139	1.022378589299908e-04
	5.005666648077305e-01
	5.000000000000000e-01

 140	1.032378589299908e-04
	5.005666311791500e-01
	5.000000000000000e-01

 141	1.042378589299908e-04
	5.005666649668780e-01
	5.000000000000000e-01

 142	1.052378589299908e-04
	5.005666314953144e-01
	5.000000000000000e-01

 143	1.062378589299908e-04
	5.005666649425780e-01
	5.000000000000000e-01

 144	1.072378589299908e-04
	5.005666315746174e-01
	5.000000000000000e-01

 145	1.082378589299908e-04
	5.005666650214536e-01
	5.000000000000000e-01

 146	1.092378589299908e-04
	5.005666318069557e-01
	5.000000000000000e-01

 147	1.102378589299908e-04
	5.005666649739116e-01
	5.000000000000000e-01

 148	1.112378589299908e-04
	5.005666316643563e-01
	5.000000000000000e-01

 149	1.122378589299908e-04
	5.005666647623822e-01
	5.000000000000000e-01

 150	1.132378589299908e-04
	5.005666316331738e-01
	5.000000000000000e-01

 151	1.142378589299908e-04
	5.005666658757247e-01
	5.000000000000000e-01

 152	1.152378589299908e-04
	5.005666320707115e-01
	5.000000000000000e-01

 153	1.162378589299908e-04
	5.005666641242359e-01
	5.000000000000000e-01

 154	1.172378589299908e-04
	5.005666311420381e-01
	5.000000000000000e-01

 155	1.182378589299908e-04
	5.005666640813651e-01
	5.000000000000000e-01

 156	1.192378589299908e-04
	5.005666313703931e-01
	5.000000000000000e-01

 157	1.202378589299908e-04
	5.005666640314266e-01
	5.000000000000000e-01

 158	1.212378589299907e-04
	5.005666325130709e-01
	5.000000000000000e-01

 159	1.222378589299907e-04
	5.005666642860179e-01
	5.000000000000000e-01

 160	1.232378589299907e-04
	5.005666309334948e-01
	5.000000000000000e-01

 161	1.242378589299907e-04
	5.005666632898020e-01
	5.000000000000000e-01

 162	1.252378589299907e-04
	5.005666308507870e-01
	5.000000000000000e-01

 163	1.262378589299907e-04
	5.005666633398799e-01
	5.000000000000000e-01

 164	1.272378589299907e-04
	5.005666308852915e-01
	5.000000000000000e-01

 165	1.282378589299907e-04
	5.005666631545560e-01
	5.000000000000000e-01

 166	1.292378589299907e-04
	5.005666307555873e-01
	5.000000000000000e-01

 167	1.302378589299907e-04
	5.005666630568467e-01
	5.000000000000000e-01

 168	1.312378589299907e-04
	5.005666306918590e-01
	5.000000000000000e-01

 169	1.322378589299907e-04
	5.005666627346361e-01
	5.000000000000000e-01

 170	1.332378589299907e-04
	5.005666305078864e-01
	5.000000000000000e-01

 171	1.342378589299907e-04
	5.005666625345379e-01
	5.000000000000000e-01

 172	1.352378589299907e-04
	5.005666304086464e-01
	5.000000000000000e-01

 173	1.362378589299907e-04
	5.005666623437958e-01
	5.000000000000000e-01

 174	1.372378589299907e-04
	5.005666315328544e-01
	5.000000000000000e-01

 175	1.382378589299907e-04
	5.005666626208043e-01
	5.000000000000000e-01

 176	1.392378589299907e-04
	5.005666298293717e-01
	5.000000000000000e-01

 177	1.402378589299907e-04
	5.005666615696140e-01
	5.000000000000000e-01

 178	1.412378589299907e-04
	5.005666298495376e-01
	5.000000000000000e-01

 179	1.422378589299907e-04
	5.005666617969670e-01
	5.000000000000000e-01

 180	1.432378589299907e-04
	5.005666299108287e-01
	5.000000000000000e-01

 181	1.442378589299907e-04
	5.005666614637462e-01
	5.000000000000000e-01

 182	1.452378589299907e-04
	5.005666296867963e-01
	5.000000000000000e-01

 183	1.462378589299907e-04
	5.005666612618771e-01
	5.000000000000000e-01

 184	1.472378589299907e-04
	5.005666307329620e-01
	5.000000000000000e-01

 185	1.482378589299907e-04
	5.005666615308693e-01
	5.000000000000000e-01

 186	1.492378589299907e-04
	5.005666292796829e-01
	5.000000000000000e-01

 187	1.502378589299907e-04
	5.005666607134736e-01
	5.000000000000000e-01

 188	1.512378589299907e-04
	5.005666292147489e-01
	5.000000000000000e-01

 189	1.522378589299907e-04
	5.005666606201438e-01
	5.000000000000000e-01

 190	1.532378589299907e-04
	5.005666290466850e-01
	5.000000000000000e-01

 191	1.542378589299907e-04
	5.005666605174734e-01
	5.000000000000000e-01

 192	1.552378589299907e-04
	5.005666291072126e-01
	5.000000000000000e-01

 193	1.562378589299907e-04
	5.005666602812029e-01
	5.000000000000000e-01

 194	1.572378589299906e-04
	5.005666300631382e-01
	5.000000000000000e-01

 195	1.582378589299906e-04
	5.005666605242476e-01
	5.000000000000000e-01

 196	1.592378589299906e-04
	5.005666286222571e-01
	5.000000000000000e-01

 197	1.602378589299906e-04
	5.005666597307989e-01
	5.000000000000000e-01

 198	1.612378589299906e-04
	5.005666284573808e-01
	5.000000000000000e-01

 199	1.622378589299906e-04
	5.005666597130665e-01
	5.000000000000000e-01

 200	1.632378589299906e-04
	5.005666285749163e-01
	5.000000000000000e-01

 201	1.642378589299906e-04
	5.005666594927859e-01
	5.000000000000000e-01

 202	1.652378589299906e-04
	5.005666295330941e-01
	5.000000000000000e-01

 203	1.662378589299906e-04
	5.005666597430789e-01
	5.000000000000000e-01

 204	1.672378589299906e-04
	5.005666281033441e-01
	5.000000000000000e-01

 205	1.682378589299906e-04
	5.005666589620792e-01
	5.000000000000000e-01

 206	1.692378589299906e-04
	5.005666279486031e-01
	5.000000000000000e-01

 207	1.702378589299906e-04
	5.005666589537602e-01
	5.000000000000000e-01

 208	1.712378589299906e-04
	5.005666293212061e-01
	5.000000000000000e-01

 209	1.722378589299906e-04
	5.005666592242005e-01
	5.000000000000000e-01

 210	1.732378589299906e-04
	5.005666275743748e-01
	5.000000000000000e-01

 211	1.742378589299906e-04
	5.005666583045000e-01
	5.000000000000000e-01

